latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
50.377,116.903,361.8,1.8,1.3,2018-10-20,0435,A,100,6.0NRT,291.9,196.8,D
50.372,116.879,334.2,1.8,1.3,2018-10-20,0435,A,38,6.0NRT,289,68.1,D
50.399,116.943,352.2,1.7,1.3,2018-10-20,0435,A,97,6.0NRT,291.5,143.1,D
50.362,116.778,332.4,1.8,1.3,2018-10-20,0435,A,46,6.0NRT,289.9,66.1,D
50.415,116.96,372.2,1.7,1.3,2018-10-20,0435,A,100,6.0NRT,292.3,268.8,D
50.41,116.937,398.4,1.7,1.3,2018-10-20,0435,A,100,6.0NRT,298.5,543.1,D
50.378,116.795,318.8,1.8,1.3,2018-10-20,0435,A,24,6.0NRT,288.5,33.9,D
50.373,116.771,325,1.8,1.3,2018-10-20,0435,A,72,6.0NRT,288.4,49.4,D
50.446,117.046,343,1.7,1.3,2018-10-20,0435,A,93,6.0NRT,289.1,102.7,D
50.431,116.978,327.7,1.7,1.3,2018-10-20,0435,A,34,6.0NRT,287.7,47.7,D
50.426,116.954,347.4,1.7,1.3,2018-10-20,0435,A,95,6.0NRT,287.8,121,D
50.394,116.812,316.3,1.8,1.3,2018-10-20,0435,A,44,6.0NRT,287.6,30.3,D
50.389,116.789,337.7,1.8,1.3,2018-10-20,0435,A,91,6.0NRT,288.6,88,D
50.457,117.041,346.5,1.7,1.3,2018-10-20,0435,A,95,6.0NRT,288.7,114.1,D
50.473,117.058,348.6,1.7,1.3,2018-10-20,0435,A,66,6.0NRT,286.6,119.8,D
50.458,116.988,337.2,1.7,1.3,2018-10-20,0435,A,48,6.0NRT,288,75.3,D
50.454,117.038,350.1,1.7,1.3,2018-10-20,0435,A,75,6.0NRT,290.2,123.8,D
50.401,116.804,303.6,1.8,1.3,2018-10-20,0435,A,45,6.0NRT,286.4,13.3,D
50.396,116.781,300.4,1.8,1.3,2018-10-20,0435,A,13,6.0NRT,286.5,9.1,D
50.47,117.055,351.3,1.7,1.3,2018-10-20,0435,A,68,6.0NRT,287.2,131.5,D
50.486,117.072,317.6,1.7,1.3,2018-10-20,0435,A,32,6.0NRT,285,32.2,D
50.47,117.002,351.1,1.7,1.3,2018-10-20,0435,A,71,6.0NRT,288.1,131.6,D
50.465,116.979,332.4,1.7,1.3,2018-10-20,0435,A,44,6.0NRT,286.3,64.8,D
50.486,117.02,351.2,1.7,1.3,2018-10-20,0435,A,93,6.0NRT,288.2,139,D
50.68,115.753,319.7,1.9,1.4,2018-10-20,0435,A,63,6.0NRT,288.5,44.5,D
50.691,115.746,320,1.9,1.4,2018-10-20,0435,A,65,6.0NRT,287.6,45.1,D
50.143,113.451,313.3,2.6,1.5,2018-10-20,0435,A,74,6.0NRT,287,50,D
50.156,113.443,302.7,2.6,1.5,2018-10-20,0435,A,29,6.0NRT,286.8,20.4,D
51.229,115.511,311.8,1.9,1.4,2018-10-20,0435,A,72,6.0NRT,286.2,30.1,D
51.223,115.486,301.1,1.9,1.4,2018-10-20,0435,A,19,6.0NRT,284.9,12.9,D
51.241,115.505,319.1,1.9,1.4,2018-10-20,0435,A,79,6.0NRT,285.5,46.8,D
51.983,118.098,306.7,1.4,1.2,2018-10-20,0435,A,64,6.0NRT,289.4,14.8,D
51.979,118.078,301.9,1.4,1.2,2018-10-20,0435,A,50,6.0NRT,289.4,10.3,D
54.079,124.828,302.9,1,1,2018-10-20,0435,A,53,6.0NRT,275.6,8.4,D
54.108,124.844,305.9,1,1,2018-10-20,0435,A,62,6.0NRT,275.3,11.1,D
54.135,124.56,324.7,1,1,2018-10-20,0435,A,83,6.0NRT,273.6,25.4,D
54.133,124.545,316.5,1,1,2018-10-20,0435,A,69,6.0NRT,274.7,17.4,D
54.142,124.542,317.6,1,1,2018-10-20,0435,A,52,6.0NRT,273.4,17.4,D
54.239,124.235,311.6,1,1,2018-10-20,0435,A,71,6.0NRT,273,15.1,D
55.156,124.555,319.3,1,1,2018-10-20,0435,A,79,6.0NRT,276.2,21.9,D
33.779,72.403,311.5,1.1,1.1,2018-10-20,0610,T,25,6.0NRT,298.9,4.1,D
31.73,75.191,317,1.7,1.3,2018-10-20,0610,T,72,6.0NRT,301,19.2,D
31.906,73.216,312.8,1.3,1.1,2018-10-20,0610,T,32,6.0NRT,299,9.9,D
31.492,74.609,322.4,1.6,1.2,2018-10-20,0610,T,76,6.0NRT,302.4,26.3,D
31.488,74.626,329.7,1.6,1.2,2018-10-20,0610,T,83,6.0NRT,302.1,43.6,D
31.36,75.05,314.2,1.7,1.3,2018-10-20,0610,T,65,6.0NRT,301.3,14.1,D
31.222,74.802,311.9,1.7,1.3,2018-10-20,0610,T,55,6.0NRT,301.4,10.7,D
31.167,75.025,310.8,1.7,1.3,2018-10-20,0610,T,46,6.0NRT,299.4,13,D
30.774,74.585,314.1,1.6,1.3,2018-10-20,0610,T,59,6.0NRT,302.3,11.7,D
30.75,74.65,313.6,1.7,1.3,2018-10-20,0610,T,58,6.0NRT,302.2,11,D
30.641,73.928,312.9,1.5,1.2,2018-10-20,0610,T,53,6.0NRT,302.2,9.9,D
30.06,76.692,318.3,2.4,1.5,2018-10-20,0610,T,73,6.0NRT,303.5,28.4,D
30.611,73.646,317.6,1.5,1.2,2018-10-20,0610,T,67,6.0NRT,302.9,14,D
30.036,76.555,312,2.3,1.5,2018-10-20,0610,T,62,6.0NRT,301.7,14.5,D
29.922,76.2,315.3,2.2,1.4,2018-10-20,0610,T,66,6.0NRT,303.1,20.3,D
29.826,76.215,311,2.2,1.4,2018-10-20,0610,T,52,6.0NRT,301,14.4,D
29.821,76.238,313,2.2,1.4,2018-10-20,0610,T,60,6.0NRT,301,19.4,D
29.497,76.576,310.3,2.4,1.5,2018-10-20,0610,T,37,6.0NRT,299.2,13.3,D
29.501,76.571,311.6,2.4,1.5,2018-10-20,0610,T,48,6.0NRT,299.8,16.8,D
28.333,67.7,328.3,1,1,2018-10-20,0610,T,79,6.0NRT,313.8,11.7,D
27.726,68.581,320.8,1,1,2018-10-20,0610,T,36,6.0NRT,310.1,4.9,D
27.687,68.595,321.8,1,1,2018-10-20,0610,T,49,6.0NRT,311.6,8.8,D
27.385,68.329,323.9,1,1,2018-10-20,0610,T,37,6.0NRT,312.8,6.9,D
25.181,68.565,322.7,1,1,2018-10-20,0615,T,52,6.0NRT,307.9,10.8,D
24.877,66.948,328.7,1,1,2018-10-20,0615,T,65,6.0NRT,311.5,11.1,D
24.875,66.958,329.5,1,1,2018-10-20,0615,T,57,6.0NRT,312,12,D
21.101,72.64,318,1.9,1.4,2018-10-20,0615,T,0,6.0NRT,301.7,14.3,D
50.263,59.134,311.7,4.6,2,2018-10-20,0605,T,62,6.0NRT,282.1,102.7,D
50.263,59.2,313.4,4.6,2,2018-10-20,0605,T,68,6.0NRT,281.5,111.3,D
50.265,59.129,307.7,4.6,2,2018-10-20,0605,T,66,6.0NRT,281.7,86.7,D
50.264,59.195,316.2,4.6,2,2018-10-20,0605,T,76,6.0NRT,282,142,D
39.7,112.884,308.3,2.3,1.5,2018-10-20,0610,A,67,6.0NRT,290.1,23.6,D
39.791,113.259,304.6,2.5,1.5,2018-10-20,0610,A,59,6.0NRT,289.9,17.3,D
50.144,113.473,315.7,3.2,1.7,2018-10-20,0610,A,76,6.0NRT,284.4,75.2,D
50.142,113.428,318,3.1,1.7,2018-10-20,0610,A,78,6.0NRT,284.8,85.2,D
50.173,113.426,326.2,3.1,1.7,2018-10-20,0610,A,31,6.0NRT,285.2,117.2,D
50.143,113.465,319.4,3.2,1.7,2018-10-20,0610,A,56,6.0NRT,284.5,86.5,D
50.173,113.464,319.8,3.2,1.7,2018-10-20,0610,A,68,6.0NRT,284.6,91.1,D
50.172,113.416,317.8,3.1,1.7,2018-10-20,0610,A,59,6.0NRT,285,80.8,D
51.227,115.481,320.4,4.1,1.9,2018-10-20,0610,A,66,6.0NRT,280.3,153.3,D
51.279,115.54,314.8,4.1,1.9,2018-10-20,0610,A,61,6.0NRT,282,109.8,D
51.278,115.48,319.7,4.1,1.9,2018-10-20,0610,A,71,6.0NRT,279.9,145.8,D
51.267,115.53,332.4,4.1,1.9,2018-10-20,0610,A,46,6.0NRT,282.5,237.1,D
51.266,115.471,328.9,4.1,1.9,2018-10-20,0610,A,33,6.0NRT,279.3,201.3,D
51.284,115.531,314.5,4.1,1.9,2018-10-20,0610,A,71,6.0NRT,282.4,113.8,D
51.283,115.472,304,4.1,1.9,2018-10-20,0610,A,47,6.0NRT,279.7,61.4,D
19.354,105.766,305.5,1.4,1.2,2018-10-20,0605,A,32,6.0NRT,279.1,7.4,D
21.09,109.729,311.9,1,1,2018-10-20,0605,A,20,6.0NRT,292.1,5.9,D
21.089,109.719,321.1,1,1,2018-10-20,0605,A,69,6.0NRT,291.9,13.9,D
21.156,103.372,312.4,1.9,1.3,2018-10-20,0605,A,69,6.0NRT,291.6,21.6,D
21.163,103.204,308,1.9,1.4,2018-10-20,0605,A,42,6.0NRT,293.4,11.5,D
23.097,102.501,307.8,2,1.4,2018-10-20,0605,A,63,6.0NRT,293.4,15.7,D
23.1,102.493,311.7,2,1.4,2018-10-20,0605,A,69,6.0NRT,293.5,22,D
24.951,102.576,304.2,1.8,1.3,2018-10-20,0605,A,32,6.0NRT,292.4,7.8,D
25.139,102.082,305.8,1.9,1.4,2018-10-20,0605,A,29,6.0NRT,292.4,8.6,D
26.57,101.665,315.2,1.9,1.4,2018-10-20,0605,A,73,6.0NRT,299.3,21.2,D
26.575,101.659,313.7,1.9,1.4,2018-10-20,0605,A,58,6.0NRT,298.6,17.1,D
27.727,102.217,309.1,1.7,1.3,2018-10-20,0605,A,44,6.0NRT,297.2,9.6,D
27.724,102.201,310.7,1.7,1.3,2018-10-20,0605,A,63,6.0NRT,296.5,11.5,D
17.784,82.686,317.9,1.2,1.1,2018-10-20,0740,A,69,6.0NRT,301.6,10.7,D
17.563,81.21,320.3,1.4,1.2,2018-10-20,0740,A,54,6.0NRT,305.8,16.2,D
17.511,80.569,316.9,1.6,1.2,2018-10-20,0740,A,65,6.0NRT,300.5,12.5,D
20.795,85.253,321.1,1,1,2018-10-20,0740,A,63,6.0NRT,305,9.8,D
20.961,85.185,326.7,1,1,2018-10-20,0740,A,79,6.0NRT,308.1,15.3,D
20.959,85.175,332.5,1,1,2018-10-20,0740,A,84,6.0NRT,309.1,22.2,D
57.057,107.648,301.2,1.9,1.4,2018-10-20,0615,A,45,6.0NRT,271.2,23.3,D
58.416,107.375,307.8,2,1.4,2018-10-20,0615,A,66,6.0NRT,267.1,35,D
59.112,102.909,316.6,1.4,1.2,2018-10-20,0615,A,66,6.0NRT,269.3,29.3,D
40.483,44.927,318.1,1.1,1,2018-10-20,0750,T,77,6.0NRT,283.4,18.6,D
40.214,44.8,313.9,1.1,1,2018-10-20,0750,T,71,6.0NRT,284.7,12.6,D
40.046,45.599,308,1,1,2018-10-20,0750,T,55,6.0NRT,278.6,9.4,D
40.01,45.461,317.5,1,1,2018-10-20,0750,T,76,6.0NRT,286.2,14.5,D
39.983,44.009,311.8,1.1,1.1,2018-10-20,0750,T,68,6.0NRT,290.4,11,D
39.982,44.022,310.5,1.1,1.1,2018-10-20,0750,T,66,6.0NRT,289.1,9.9,D
36.014,43.841,319.1,1.1,1,2018-10-20,0750,T,64,6.0NRT,302.4,7.8,D
36.015,43.685,320,1.1,1,2018-10-20,0750,T,67,6.0NRT,303.3,8.2,D
35.985,43.776,320.7,1.1,1,2018-10-20,0750,T,35,6.0NRT,302.1,8.3,D
35.975,43.774,321.3,1.1,1,2018-10-20,0750,T,47,6.0NRT,301.2,8.9,D
35.732,44.223,318.7,1,1,2018-10-20,0750,T,64,6.0NRT,302.2,6.2,D
35.729,44.035,321,1,1,2018-10-20,0750,T,69,6.0NRT,303.5,7.8,D
32.242,51.418,316.9,1.9,1.4,2018-10-20,0750,T,52,6.0NRT,300.4,17.8,D
32.238,51.438,319.6,1.9,1.4,2018-10-20,0750,T,70,6.0NRT,298.3,25.3,D
32.246,51.433,315.3,1.9,1.4,2018-10-20,0750,T,49,6.0NRT,298,15.4,D
32.234,51.43,317,1.9,1.4,2018-10-20,0750,T,60,6.0NRT,299.5,18.8,D
32.163,49.066,321.8,1.4,1.2,2018-10-20,0750,T,75,6.0NRT,304.2,9.8,D
32.065,49.095,323.9,1.4,1.2,2018-10-20,0750,T,77,6.0NRT,307.6,13,D
31.729,47.439,315,1.2,1.1,2018-10-20,0750,T,44,6.0NRT,292.1,9.8,D
31.677,47.433,331.3,1.2,1.1,2018-10-20,0750,T,81,6.0NRT,300.3,29.9,D
31.675,47.445,324.4,1.2,1.1,2018-10-20,0750,T,72,6.0NRT,299.2,19.5,D
31.653,47.515,317.4,1.2,1.1,2018-10-20,0750,T,50,6.0NRT,293.7,10.8,D
31.319,49.28,324.8,1.5,1.2,2018-10-20,0750,T,74,6.0NRT,306.5,14.6,D
31.31,48.766,324,1.4,1.2,2018-10-20,0750,T,62,6.0NRT,305.6,12.7,D
31.307,48.78,326.6,1.4,1.2,2018-10-20,0750,T,75,6.0NRT,306.7,16.8,D
31.297,48.777,323.6,1.4,1.2,2018-10-20,0750,T,42,6.0NRT,306.7,11.1,D
31.203,48.959,326.9,1.4,1.2,2018-10-20,0750,T,75,6.0NRT,302.6,17.5,D
31.271,48.118,337.1,1.3,1.1,2018-10-20,0750,T,85,6.0NRT,307.4,36,D
31.043,49.386,322.3,1.5,1.2,2018-10-20,0750,T,68,6.0NRT,305.8,10,D
31.04,49.401,323.8,1.5,1.2,2018-10-20,0750,T,71,6.0NRT,306.5,13.5,D
30.897,49.675,324.3,1.6,1.2,2018-10-20,0750,T,72,6.0NRT,306.1,16.7,D
30.919,48.871,327.9,1.4,1.2,2018-10-20,0750,T,75,6.0NRT,308.8,17.7,D
30.716,49.83,321.4,1.6,1.3,2018-10-20,0750,T,67,6.0NRT,306,13.2,D
31.009,48.14,326.2,1.3,1.1,2018-10-20,0750,T,71,6.0NRT,307.4,12.4,D
31.001,48.131,334.5,1.3,1.1,2018-10-20,0750,T,82,6.0NRT,307.7,27.9,D
30.998,48.144,346,1.3,1.1,2018-10-20,0750,T,92,6.0NRT,307.5,56.4,D
31.077,47.627,334.9,1.2,1.1,2018-10-20,0750,T,83,6.0NRT,304.2,28,D
31.058,47.623,324.7,1.2,1.1,2018-10-20,0750,T,68,6.0NRT,306.6,10.8,D
31.024,47.278,345.8,1.2,1.1,2018-10-20,0750,T,92,6.0NRT,307.7,50.7,D
31.022,47.29,344.4,1.2,1.1,2018-10-20,0750,T,90,6.0NRT,306.8,47.2,D
30.401,50.613,319.9,1.9,1.3,2018-10-20,0750,T,61,6.0NRT,304.8,14.2,D
30.397,50.631,322.6,1.9,1.3,2018-10-20,0750,T,68,6.0NRT,304.6,21.4,D
30.757,48.284,321.9,1.3,1.1,2018-10-20,0750,T,57,6.0NRT,306.6,8.4,D
30.296,50.739,322.8,1.9,1.4,2018-10-20,0750,T,68,6.0NRT,305.9,23.6,D
30.746,48.282,328.8,1.3,1.1,2018-10-20,0750,T,74,6.0NRT,307.4,19.6,D
31.052,46.437,335.7,1.1,1,2018-10-20,0750,T,84,6.0NRT,303.9,29.8,D
31.051,46.448,333.8,1.1,1,2018-10-20,0750,T,82,6.0NRT,303,26.8,D
31.043,46.435,349.6,1.1,1,2018-10-20,0750,T,94,6.0NRT,304.3,57.3,D
31.041,46.446,351.5,1.1,1,2018-10-20,0750,T,95,6.0NRT,304.6,62.6,D
30.349,50.283,330.8,1.8,1.3,2018-10-20,0750,T,79,6.0NRT,305.2,39,D
30.345,50.302,328,1.8,1.3,2018-10-20,0750,T,76,6.0NRT,304.1,31.3,D
30.883,47.327,325.9,1.2,1.1,2018-10-20,0750,T,71,6.0NRT,307.5,11.1,D
30.881,47.339,325.8,1.2,1.1,2018-10-20,0750,T,70,6.0NRT,308.1,10.2,D
31.019,46.423,317.6,1.1,1,2018-10-20,0750,T,33,6.0NRT,300.7,6.5,D
30.829,47.334,326.5,1.2,1.1,2018-10-20,0750,T,72,6.0NRT,309,9.9,D
30.752,47.664,351.5,1.2,1.1,2018-10-20,0750,T,83,6.0NRT,305.5,71.3,D
30.86,46.83,339.6,1.1,1.1,2018-10-20,0750,T,87,6.0NRT,304,40.2,D
30.858,46.842,322.7,1.1,1.1,2018-10-20,0750,T,64,6.0NRT,302.2,12.9,D
30.768,47.327,324.6,1.2,1.1,2018-10-20,0750,T,68,6.0NRT,308,7.8,D
30.689,47.321,323.5,1.2,1.1,2018-10-20,0750,T,51,6.0NRT,307.4,8.9,D
30.687,47.334,337.5,1.2,1.1,2018-10-20,0750,T,85,6.0NRT,308.8,32.9,D
30.685,47.327,334.4,1.2,1.1,2018-10-20,0750,T,82,6.0NRT,308.6,26.2,D
30.683,47.339,325.1,1.2,1.1,2018-10-20,0750,T,65,6.0NRT,308.3,11,D
30.115,50.36,331.3,1.8,1.3,2018-10-20,0750,T,81,6.0NRT,304.2,40.8,D
30.037,50.635,322,1.9,1.4,2018-10-20,0750,T,68,6.0NRT,303.9,20.5,D
30.615,47.324,336.2,1.2,1.1,2018-10-20,0750,T,84,6.0NRT,306.4,30.3,D
30.613,47.336,328.9,1.2,1.1,2018-10-20,0750,T,75,6.0NRT,306.3,17.7,D
30.606,47.322,338.1,1.2,1.1,2018-10-20,0750,T,85,6.0NRT,306,34.1,D
30.604,47.334,331.7,1.2,1.1,2018-10-20,0750,T,79,6.0NRT,305.9,22.3,D
30.527,47.594,322.5,1.2,1.1,2018-10-20,0750,T,57,6.0NRT,306.3,8.5,D
30.525,47.606,329,1.2,1.1,2018-10-20,0750,T,74,6.0NRT,306.6,18.6,D
30.522,47.619,328.1,1.2,1.1,2018-10-20,0750,T,72,6.0NRT,306.8,16.8,D
30.564,47.319,323.9,1.2,1.1,2018-10-20,0750,T,63,6.0NRT,306.6,10.3,D
30.562,47.331,338.4,1.2,1.1,2018-10-20,0750,T,85,6.0NRT,306,35.3,D
30.559,47.343,327.9,1.2,1.1,2018-10-20,0750,T,72,6.0NRT,305.6,16.2,D
30.56,47.104,338.1,1.2,1.1,2018-10-20,0750,T,85,6.0NRT,307.6,32.8,D
30.492,47.309,334,1.2,1.1,2018-10-20,0750,T,81,6.0NRT,306.1,26.4,D
30.49,47.322,337.7,1.2,1.1,2018-10-20,0750,T,85,6.0NRT,305.3,34,D
29.941,49.686,317.1,1.7,1.3,2018-10-20,0750,T,67,6.0NRT,297.4,23.9,D
30.355,47.335,343,1.2,1.1,2018-10-20,0750,T,89,6.0NRT,306.3,45.9,D
30.353,47.348,326.2,1.2,1.1,2018-10-20,0750,T,68,6.0NRT,305.3,13.8,D
30.278,47.363,325.2,1.2,1.1,2018-10-20,0750,T,65,6.0NRT,304.8,13.2,D
30.356,46.844,325.5,1.1,1.1,2018-10-20,0750,T,67,6.0NRT,306.5,10.6,D
30.348,46.831,326.2,1.1,1.1,2018-10-20,0750,T,69,6.0NRT,307.7,11.1,D
30.346,46.842,332.5,1.1,1.1,2018-10-20,0750,T,79,6.0NRT,308.1,20.8,D
30.213,47.387,327,1.2,1.1,2018-10-20,0750,T,69,6.0NRT,304.3,16.3,D
30.211,47.399,326.8,1.2,1.1,2018-10-20,0750,T,69,6.0NRT,303.9,16.1,D
30.21,47.393,329.5,1.2,1.1,2018-10-20,0750,T,74,6.0NRT,304,21,D
30.165,47.421,323.9,1.2,1.1,2018-10-20,0750,T,61,6.0NRT,304.1,12.7,D
28.493,49.708,328.7,1.8,1.3,2018-10-20,0750,T,82,6.0NRT,297.8,52.6,D
28.49,49.726,324.5,1.8,1.3,2018-10-20,0750,T,78,6.0NRT,295.8,41.1,D
28.498,49.703,316.5,1.8,1.3,2018-10-20,0750,T,58,6.0NRT,297.3,21,D
28.495,49.721,331.7,1.8,1.3,2018-10-20,0750,T,84,6.0NRT,296.4,60.2,D
27.301,49.681,311.4,1.9,1.3,2018-10-20,0750,T,48,6.0NRT,299.9,15,D
25.928,49.703,325.6,2,1.4,2018-10-20,0750,T,70,6.0NRT,298.6,42.7,D
56.242,45.044,309.6,1.6,1.3,2018-10-20,0745,T,61,6.0NRT,277.9,23.2,D
56.244,45.037,306.7,1.6,1.3,2018-10-20,0745,T,64,6.0NRT,277.8,20.7,D
55.753,40.695,300.1,2.5,1.5,2018-10-20,0745,T,29,6.0NRT,280.1,25.9,D
54.011,44.89,309,1.6,1.2,2018-10-20,0745,T,68,6.0NRT,286.9,18.4,D
54.009,44.914,307.7,1.5,1.2,2018-10-20,0745,T,66,6.0NRT,287.4,16.9,D
50.795,63.414,301.8,2.7,1.6,2018-10-20,0745,T,16,6.0NRT,280.3,20.7,D
50.785,63.451,317.4,2.8,1.6,2018-10-20,0745,T,78,6.0NRT,281.2,69,D
50.782,63.405,312.1,2.7,1.6,2018-10-20,0745,T,72,6.0NRT,280.2,49,D
53.075,50.491,312.3,1,1,2018-10-20,0745,T,62,6.0NRT,286.6,12.7,D
53.073,50.506,314.1,1,1,2018-10-20,0745,T,74,6.0NRT,284,14.6,D
51.001,59.544,324.1,1.8,1.3,2018-10-20,0745,T,74,6.0NRT,283.7,46.8,D
51.006,59.541,310.2,1.8,1.3,2018-10-20,0745,T,44,6.0NRT,281.9,21.2,D
51,59.565,316.5,1.8,1.3,2018-10-20,0745,T,71,6.0NRT,284.2,33.6,D
51.917,54.84,329.7,1.1,1.1,2018-10-20,0745,T,86,6.0NRT,280.4,32.6,D
51.91,54.82,322,1.1,1.1,2018-10-20,0745,T,81,6.0NRT,280.4,23.6,D
51.908,54.836,305.6,1.1,1.1,2018-10-20,0745,T,50,6.0NRT,277.3,8,D
50.868,59.239,325.9,1.7,1.3,2018-10-20,0745,T,84,6.0NRT,285.1,53.4,D
50.863,59.209,323.8,1.7,1.3,2018-10-20,0745,T,83,6.0NRT,286.1,50.5,D
50.857,59.232,347.1,1.7,1.3,2018-10-20,0745,T,95,6.0NRT,286.2,128.9,D
51.851,53.818,311.2,1.1,1,2018-10-20,0745,T,71,6.0NRT,280.8,12.5,D
51.842,53.814,328.1,1.1,1,2018-10-20,0745,T,85,6.0NRT,282.2,29.8,D
52.569,48.274,306.1,1.1,1.1,2018-10-20,0745,T,47,6.0NRT,281.5,11,D
52.246,50.244,314.8,1,1,2018-10-20,0745,T,75,6.0NRT,278,16.6,D
51.424,54.427,303.8,1.1,1,2018-10-20,0745,T,57,6.0NRT,287.9,6.1,D
51.653,52.791,301.5,1,1,2018-10-20,0745,T,47,6.0NRT,283.7,4.4,D
50.312,59.407,300.8,1.8,1.3,2018-10-20,0745,T,28,6.0NRT,286.4,9.7,D
50.3,59.292,301.7,1.8,1.3,2018-10-20,0745,T,40,6.0NRT,283.5,10.5,D
51.566,52.749,311.8,1,1,2018-10-20,0745,T,72,6.0NRT,289.2,11.2,D
51.564,52.764,302.3,1,1,2018-10-20,0745,T,51,6.0NRT,289.2,4.7,D
50.272,59.163,317.1,1.8,1.3,2018-10-20,0745,T,77,6.0NRT,289.6,32.1,D
50.233,59.168,311.5,1.8,1.3,2018-10-20,0745,T,59,6.0NRT,288.8,21.6,D
50.227,59.192,307.8,1.8,1.3,2018-10-20,0745,T,56,6.0NRT,288.5,16.3,D
50.238,59.164,308.1,1.8,1.3,2018-10-20,0745,T,41,6.0NRT,289.3,16.3,D
50.233,59.188,314.3,1.8,1.3,2018-10-20,0745,T,73,6.0NRT,289.6,27.6,D
51.69,49.913,310.9,1,1,2018-10-20,0745,T,71,6.0NRT,275.1,12.6,D
51.147,51.37,312.4,1,1,2018-10-20,0745,T,72,6.0NRT,288.7,11,D
51.145,51.384,306,1,1,2018-10-20,0745,T,63,6.0NRT,291.3,6.3,D
50.224,56.182,309.7,1.3,1.1,2018-10-20,0745,T,69,6.0NRT,287.9,14,D
51.337,47.169,307.1,1.2,1.1,2018-10-20,0745,T,65,6.0NRT,271.5,12.8,D
51.12,35.302,307,4.2,1.9,2018-10-20,0745,T,65,6.0NRT,282.4,70.9,D
51.12,35.362,303.4,4.2,1.9,2018-10-20,0745,T,56,6.0NRT,282.6,52.7,D
51.118,35.294,301.7,4.2,1.9,2018-10-20,0745,T,48,6.0NRT,280.5,46.7,D
51.117,35.354,306.8,4.2,1.9,2018-10-20,0745,T,64,6.0NRT,282.5,70.4,D
48.383,57.428,301.6,1.7,1.3,2018-10-20,0745,T,30,6.0NRT,286.6,7.5,D
48.232,57.348,323.4,1.7,1.3,2018-10-20,0745,T,82,6.0NRT,293.2,40.6,D
48.235,57.343,313.7,1.7,1.3,2018-10-20,0745,T,73,6.0NRT,293.2,23.4,D
48.23,57.365,311.1,1.7,1.3,2018-10-20,0745,T,69,6.0NRT,292.8,19.3,D
45.231,64.202,307.6,4.6,2,2018-10-20,0745,T,63,6.0NRT,289.3,71.6,D
45.232,64.196,306.4,4.6,2,2018-10-20,0745,T,60,6.0NRT,289.2,64.9,D
45.598,61.78,304.6,3.4,1.7,2018-10-20,0745,T,50,6.0NRT,290.8,26.1,D
45.273,61.86,305.5,3.5,1.8,2018-10-20,0745,T,40,6.0NRT,292.2,34.5,D
47.047,52.134,334.5,1.1,1,2018-10-20,0745,T,88,6.0NRT,296.1,35.4,D
47.041,52.116,317.5,1.1,1,2018-10-20,0745,T,75,6.0NRT,294.4,13.9,D
47.038,52.13,317.3,1.1,1,2018-10-20,0745,T,75,6.0NRT,292.8,13.8,D
46.904,51.994,305.2,1.1,1,2018-10-20,0745,T,27,6.0NRT,290.8,6.4,D
46.901,52.008,356.1,1.1,1,2018-10-20,0745,T,74,6.0NRT,297.7,85.7,D
46.894,51.991,351.3,1.1,1,2018-10-20,0745,T,96,6.0NRT,293.4,72.7,D
46.892,52.005,355.4,1.1,1,2018-10-20,0745,T,92,6.0NRT,294.6,82.8,D
46.163,42.619,309.2,1.6,1.2,2018-10-20,0745,T,58,6.0NRT,295.5,9.8,D
46.161,42.639,307.3,1.6,1.2,2018-10-20,0745,T,56,6.0NRT,294.7,7.3,D
44.845,47.112,312.4,1,1,2018-10-20,0745,T,0,6.0NRT,290,8.8,D
44.349,41.314,305.6,1.7,1.3,2018-10-20,0745,T,31,6.0NRT,293,8.3,D
44.337,41.312,309.4,1.7,1.3,2018-10-20,0745,T,63,6.0NRT,292.7,14.8,D
44.156,42.911,309.8,1.4,1.2,2018-10-20,0745,T,65,6.0NRT,297.1,11.2,D
44.181,42.316,323.2,1.5,1.2,2018-10-20,0745,T,81,6.0NRT,295.3,33.1,D
44.179,42.335,324.9,1.5,1.2,2018-10-20,0745,T,82,6.0NRT,296.3,36.2,D
44.145,42.463,311.3,1.5,1.2,2018-10-20,0745,T,53,6.0NRT,298.9,9.9,D
44.143,42.482,317.6,1.5,1.2,2018-10-20,0745,T,76,6.0NRT,299,19.1,D
44.043,42.461,308.7,1.5,1.2,2018-10-20,0745,T,64,6.0NRT,295.3,10.8,D
44.041,42.455,307.4,1.5,1.2,2018-10-20,0745,T,32,6.0NRT,294.6,8.4,D
43.872,43.125,310.8,1.4,1.2,2018-10-20,0745,T,68,6.0NRT,297,10.4,D
43.87,43.142,309.3,1.4,1.2,2018-10-20,0745,T,65,6.0NRT,295.9,9,D
43.588,44.853,317.6,1.2,1.1,2018-10-20,0745,T,74,6.0NRT,297.7,14.5,D
43.727,43.433,306.2,1.3,1.1,2018-10-20,0745,T,57,6.0NRT,295.5,5.1,D
42.818,45.998,386.6,1.1,1,2018-10-20,0745,T,100,6.0NRT,299.2,193.6,D
42.816,46.01,319,1.1,1,2018-10-20,0745,T,68,6.0NRT,290.4,14.6,D
42.812,45.989,372.5,1.1,1,2018-10-20,0745,T,100,6.0NRT,306.5,129.3,D
