latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
42.81,46.002,358.7,1.1,1,2018-10-20,0745,T,99,6.0NRT,300.4,84.1,D
42.803,45.986,327.8,1.1,1,2018-10-20,0745,T,84,6.0NRT,300.9,23.3,D
41.708,47.799,319.3,1,1,2018-10-20,0745,T,62,6.0NRT,295.6,14.2,D
41.169,47.068,316.3,1,1,2018-10-20,0745,T,73,6.0NRT,295.8,11.4,D
41.167,47.08,310.5,1,1,2018-10-20,0745,T,63,6.0NRT,294.7,6.8,D
41.023,46.989,313.3,1,1,2018-10-20,0745,T,64,6.0NRT,300.9,4.7,D
40.907,47.402,316.2,1,1,2018-10-20,0745,T,71,6.0NRT,301.1,7.7,D
39.397,53.184,320.5,1.7,1.3,2018-10-20,0745,T,54,6.0NRT,302.2,22.7,D
18.716,42.754,320.9,1,1,2018-10-20,0755,T,62,6.0NRT,299.6,9.2,D
15.897,39.643,315.4,1,1,2018-10-20,0755,T,64,6.0NRT,299.8,8.2,D
15.896,39.652,316.4,1,1,2018-10-20,0755,T,66,6.0NRT,300.2,9.2,D
15.85,39.839,314.8,1,1,2018-10-20,0755,T,62,6.0NRT,299.8,7.7,D
15.494,39.818,315.1,1,1,2018-10-20,0755,T,59,6.0NRT,300.3,7.4,D
15.268,40.171,316.3,1,1,2018-10-20,0755,T,65,6.0NRT,301.6,8.7,D
15.237,40.129,313.9,1,1,2018-10-20,0755,T,59,6.0NRT,300.5,6.2,D
15.174,40.179,313.8,1,1,2018-10-20,0755,T,59,6.0NRT,300.6,6.3,D
15.095,40.224,313.3,1,1,2018-10-20,0755,T,57,6.0NRT,300.5,6.2,D
14.976,40.278,314,1,1,2018-10-20,0755,T,60,6.0NRT,300.1,6.8,D
14.759,40.811,315.9,1,1,2018-10-20,0755,T,65,6.0NRT,302.1,8.6,D
14.747,40.894,314,1,1,2018-10-20,0755,T,59,6.0NRT,301,6.4,D
13.637,40.79,345.2,1,1,2018-10-20,0755,T,90,6.0NRT,312.7,28,D
13.636,40.799,355.2,1,1,2018-10-20,0755,T,97,6.0NRT,314,49.4,D
13.635,40.808,335.9,1,1,2018-10-20,0755,T,80,6.0NRT,309.8,12.1,D
13.628,40.789,347.4,1,1,2018-10-20,0755,T,91,6.0NRT,313,32.7,D
13.627,40.798,353.1,1,1,2018-10-20,0755,T,95,6.0NRT,313.8,44.8,D
13.62,40.787,350.7,1,1,2018-10-20,0755,T,94,6.0NRT,311.3,40.3,D
13.618,40.796,356,1,1,2018-10-20,0755,T,97,6.0NRT,310.3,52.2,D
10.459,38.206,312.3,1,1,2018-10-20,0755,T,47,6.0NRT,295.1,7.3,D
51.558,39.587,300.5,2.8,1.6,2018-10-20,0925,T,38,6.0NRT,288.3,14.1,D
53.268,31.012,307.6,1.1,1.1,2018-10-20,0925,T,66,6.0NRT,283.3,12.2,D
51.474,38.256,305.3,2.5,1.5,2018-10-20,0925,T,56,6.0NRT,288.1,22.1,D
51.465,38.289,304.9,2.5,1.5,2018-10-20,0925,T,53,6.0NRT,288.6,21.4,D
51.472,38.287,306.7,2.5,1.5,2018-10-20,0925,T,64,6.0NRT,288.4,28.2,D
52.721,27.964,300.7,1,1,2018-10-20,0925,T,34,6.0NRT,283.6,5.6,D
51.273,34.863,302.9,1.8,1.3,2018-10-20,0925,T,54,6.0NRT,286.3,12.6,D
51.268,34.886,305.4,1.8,1.3,2018-10-20,0925,T,61,6.0NRT,286.7,15.9,D
51.122,35.323,306.5,1.9,1.3,2018-10-20,0925,T,64,6.0NRT,286.9,19,D
51.111,35.316,303,1.9,1.3,2018-10-20,0925,T,41,6.0NRT,285.3,13.6,D
51.077,34.182,311.3,1.7,1.3,2018-10-20,0925,T,71,6.0NRT,288.5,22.7,D
49.974,35.414,310.2,2,1.4,2018-10-20,0925,T,37,6.0NRT,273.3,30.8,D
49.968,35.441,364.2,2,1.4,2018-10-20,0925,T,100,6.0NRT,277,284.2,D
49.961,35.468,308,2.1,1.4,2018-10-20,0925,T,37,6.0NRT,270.4,26.4,D
49.962,35.407,309.1,2,1.4,2018-10-20,0925,T,33,6.0NRT,272.4,28.7,D
49.956,35.434,334.6,2,1.4,2018-10-20,0925,T,89,6.0NRT,270.8,104.4,D
49.967,35.434,361.2,2,1.4,2018-10-20,0925,T,100,6.0NRT,277.5,255.5,D
49.96,35.461,320.1,2.1,1.4,2018-10-20,0925,T,35,6.0NRT,270.4,50.3,D
49.955,35.427,318.8,2,1.4,2018-10-20,0925,T,38,6.0NRT,269.4,48.2,D
49.851,33.71,311.2,1.7,1.3,2018-10-20,0925,T,57,6.0NRT,279.2,25,D
50.014,32.838,327.4,1.5,1.2,2018-10-20,0925,T,85,6.0NRT,292.1,45.8,D
50.01,32.858,320.8,1.5,1.2,2018-10-20,0925,T,80,6.0NRT,292.2,32.5,D
49.281,35.311,309.2,2.1,1.4,2018-10-20,0925,T,68,6.0NRT,286.5,24.5,D
49.301,34.399,308.6,1.9,1.3,2018-10-20,0925,T,67,6.0NRT,280,24.3,D
49.014,35.563,301.9,2.2,1.4,2018-10-20,0925,T,50,6.0NRT,286.4,12.7,D
49.797,31.943,332.1,1.4,1.2,2018-10-20,0925,T,88,6.0NRT,286.4,48.1,D
49.793,31.962,324.3,1.4,1.2,2018-10-20,0925,T,67,6.0NRT,288.2,32.5,D
49.243,34.061,301.2,1.8,1.3,2018-10-20,0925,T,41,6.0NRT,279.7,11.3,D
49.081,34.762,306.8,2,1.4,2018-10-20,0925,T,64,6.0NRT,289.8,17,D
49.53,32.423,312.3,1.5,1.2,2018-10-20,0925,T,72,6.0NRT,278.4,22.4,D
48.491,36.651,311.6,2.6,1.6,2018-10-20,0925,T,71,6.0NRT,292.6,28.1,D
48.499,36.651,312,2.6,1.6,2018-10-20,0925,T,72,6.0NRT,292.1,29.7,D
49.083,33.753,311.4,1.8,1.3,2018-10-20,0925,T,45,6.0NRT,275.5,24.8,D
49.078,33.744,303.9,1.8,1.3,2018-10-20,0925,T,58,6.0NRT,275.2,16.3,D
49.073,33.767,320.6,1.8,1.3,2018-10-20,0925,T,80,6.0NRT,277.7,46.8,D
48.652,34.893,303.4,2.1,1.4,2018-10-20,0925,T,56,6.0NRT,285.4,13,D
48.652,34.887,305.5,2.1,1.4,2018-10-20,0925,T,61,6.0NRT,285.1,16.2,D
49.556,28.564,300.5,1.1,1,2018-10-20,0925,T,37,6.0NRT,286.7,4.5,D
49.552,28.555,302.7,1.1,1,2018-10-20,0925,T,53,6.0NRT,286.9,6.6,D
48.898,30.315,304.6,1.3,1.1,2018-10-20,0925,T,59,6.0NRT,291.6,6.6,D
48.751,31.066,307.6,1.4,1.2,2018-10-20,0925,T,65,6.0NRT,290.9,12.1,D
48.652,31.444,307,1.4,1.2,2018-10-20,0925,T,61,6.0NRT,292.8,10,D
48.688,31.157,307,1.4,1.2,2018-10-20,0925,T,61,6.0NRT,291,8.5,D
48.684,31.148,309.2,1.4,1.2,2018-10-20,0925,T,68,6.0NRT,290.7,11.5,D
49.055,28.853,314.8,1.1,1.1,2018-10-20,0925,T,65,6.0NRT,279.4,16.2,D
49.049,28.834,307.9,1.1,1.1,2018-10-20,0925,T,27,6.0NRT,283.5,10.2,D
49.046,28.849,320.7,1.1,1.1,2018-10-20,0925,T,80,6.0NRT,279.9,22.9,D
48.517,31.287,306.5,1.4,1.2,2018-10-20,0925,T,64,6.0NRT,292.3,8.1,D
48.557,30.867,337.9,1.4,1.2,2018-10-20,0925,T,91,6.0NRT,290.7,60.3,D
48.562,30.863,311.6,1.4,1.2,2018-10-20,0925,T,57,6.0NRT,289.1,14.4,D
48.552,30.859,332,1.4,1.2,2018-10-20,0925,T,88,6.0NRT,289.5,48.1,D
48.548,30.877,315,1.4,1.2,2018-10-20,0925,T,67,6.0NRT,288.8,19.3,D
48.656,29.939,311.2,1.3,1.1,2018-10-20,0925,T,71,6.0NRT,290.3,13.1,D
48.652,29.955,334.1,1.3,1.1,2018-10-20,0925,T,89,6.0NRT,291.1,46.9,D
48.234,31.795,303.1,1.5,1.2,2018-10-20,0925,T,48,6.0NRT,284,9.7,D
48.223,31.79,304.7,1.5,1.2,2018-10-20,0925,T,56,6.0NRT,283.5,11.6,D
47.613,34.06,327.6,2.1,1.4,2018-10-20,0925,T,85,6.0NRT,286.3,71.5,D
47.607,34.086,314.7,2.1,1.4,2018-10-20,0925,T,70,6.0NRT,286.7,35,D
48.538,29.001,307.5,1.2,1.1,2018-10-20,0925,T,36,6.0NRT,279.3,10.8,D
48.536,28.993,302.2,1.2,1.1,2018-10-20,0925,T,36,6.0NRT,276.8,8.4,D
48.165,30.623,300.7,1.4,1.2,2018-10-20,0925,T,33,6.0NRT,274.1,7.1,D
48.53,27.845,300.9,1.1,1,2018-10-20,0925,T,17,6.0NRT,278,6.4,D
48.527,27.86,304.5,1.1,1,2018-10-20,0925,T,45,6.0NRT,280.4,8.9,D
48.165,28.689,301.1,1.2,1.1,2018-10-20,0925,T,40,6.0NRT,282.9,4.7,D
47.508,30.009,305.7,1.3,1.1,2018-10-20,0925,T,42,6.0NRT,285.1,8.2,D
47.498,30.017,312,1.3,1.1,2018-10-20,0925,T,72,6.0NRT,284.9,15.5,D
47.706,28.461,302.5,1.2,1.1,2018-10-20,0925,T,52,6.0NRT,283.2,6.4,D
47.703,28.476,300.8,1.2,1.1,2018-10-20,0925,T,42,6.0NRT,283.6,5.3,D
46.128,33.393,304.9,2.1,1.4,2018-10-20,0925,T,53,6.0NRT,292,10.5,D
46.861,28.965,302.1,1.2,1.1,2018-10-20,0925,T,44,6.0NRT,286.1,4.4,D
46.102,27.215,306.4,1.1,1.1,2018-10-20,0925,T,63,6.0NRT,291.3,6.5,D
44.992,27.258,302.5,1.2,1.1,2018-10-20,0925,T,52,6.0NRT,287.7,3.8,D
44.049,27.757,308.6,1.2,1.1,2018-10-20,0925,T,67,6.0NRT,292,8.5,D
43.973,27.778,309.8,1.3,1.1,2018-10-20,0925,T,68,6.0NRT,292.3,9.7,D
43.973,27.773,312.1,1.3,1.1,2018-10-20,0925,T,72,6.0NRT,292.1,12.7,D
40.983,27.072,310.8,1.3,1.1,2018-10-20,0925,T,68,6.0NRT,292.3,9.2,D
40.981,26.349,309,1.2,1.1,2018-10-20,0925,T,53,6.0NRT,290.1,8.2,D
38.901,32.547,310.8,3,1.7,2018-10-20,0925,T,63,6.0NRT,296.3,29.8,D
40.179,26.422,306.4,1.3,1.1,2018-10-20,0925,T,47,6.0NRT,293.4,6,D
39.121,27.757,310.7,1.6,1.2,2018-10-20,0925,T,67,6.0NRT,297.1,9.6,D
37.694,33.403,307.8,3.7,1.8,2018-10-20,0925,T,58,6.0NRT,292.8,25.5,D
12.769,26.116,328.4,4.7,2,2018-10-20,0935,T,36,6.0NRT,306,91.4,D
23.719,86.439,323.5,1.2,1.1,2018-10-20,0745,A,61,6.0NRT,311.4,13.2,D
23.676,86.099,320.2,1.1,1.1,2018-10-20,0745,A,57,6.0NRT,305.9,8.8,D
23.674,86.088,323.4,1.1,1.1,2018-10-20,0745,A,74,6.0NRT,307.6,12.7,D
23.775,86.391,333.7,1.1,1.1,2018-10-20,0745,A,85,6.0NRT,313.9,25.3,D
24.198,82.723,320.4,1,1,2018-10-20,0745,A,60,6.0NRT,306.4,8.5,D
27.921,80.348,313.5,1.1,1.1,2018-10-20,0745,A,46,6.0NRT,302.2,5.6,D
28.102,81.377,314.8,1,1,2018-10-20,0745,A,64,6.0NRT,302.6,5.3,D
28.127,80.321,312.1,1.1,1.1,2018-10-20,0745,A,48,6.0NRT,300.8,7.1,D
28.217,80.309,317.9,1.1,1.1,2018-10-20,0745,A,52,6.0NRT,301.5,10.1,D
28.239,80.327,315.5,1.1,1.1,2018-10-20,0745,A,47,6.0NRT,303.2,7.9,D
27.767,77.369,318.5,1.7,1.3,2018-10-20,0745,A,55,6.0NRT,303.2,16.7,D
27.764,77.352,325,1.7,1.3,2018-10-20,0745,A,72,6.0NRT,302.9,30.7,D
28.477,80.081,310.5,1.2,1.1,2018-10-20,0745,A,42,6.0NRT,299.6,5.3,D
28.615,79.998,314.1,1.2,1.1,2018-10-20,0745,A,51,6.0NRT,301.2,9.1,D
28.195,77.357,320.3,1.7,1.3,2018-10-20,0745,A,65,6.0NRT,301.6,20.9,D
28.761,79.943,320,1.2,1.1,2018-10-20,0745,A,73,6.0NRT,299.1,15.3,D
28.81,79.731,316,1.2,1.1,2018-10-20,0745,A,27,6.0NRT,303,6.3,D
28.819,79.729,316.9,1.2,1.1,2018-10-20,0745,A,62,6.0NRT,303.2,7.8,D
28.817,79.717,317.8,1.2,1.1,2018-10-20,0745,A,68,6.0NRT,302.8,8.5,D
28.818,79.295,320.7,1.2,1.1,2018-10-20,0745,A,74,6.0NRT,302.3,15.5,D
28.816,79.282,314.9,1.2,1.1,2018-10-20,0745,A,64,6.0NRT,302.6,8.1,D
28.942,79.795,316.5,1.2,1.1,2018-10-20,0745,A,47,6.0NRT,304,7,D
28.965,79.435,320.3,1.2,1.1,2018-10-20,0745,A,74,6.0NRT,302.7,13.4,D
29.038,78.95,313.5,1.3,1.1,2018-10-20,0745,A,63,6.0NRT,301.2,8.4,D
29.573,76.711,318.9,1.7,1.3,2018-10-20,0745,A,68,6.0NRT,303,21.7,D
29.626,76.692,315.2,1.7,1.3,2018-10-20,0745,A,60,6.0NRT,301.7,14.9,D
29.625,75.692,317,2,1.4,2018-10-20,0745,A,60,6.0NRT,301.8,23.9,D
29.627,75.686,314.7,2,1.4,2018-10-20,0745,A,54,6.0NRT,302,19.1,D
29.64,75.683,313.4,2,1.4,2018-10-20,0745,A,30,6.0NRT,302.2,14.7,D
29.714,75.871,320.7,1.9,1.4,2018-10-20,0745,A,70,6.0NRT,302.9,29.5,D
29.711,75.852,321,1.9,1.4,2018-10-20,0745,A,71,6.0NRT,302.5,30.3,D
29.711,75.762,313.5,2,1.4,2018-10-20,0745,A,41,6.0NRT,302.5,13.4,D
29.941,76.33,316.7,1.8,1.3,2018-10-20,0745,A,66,6.0NRT,305.4,13.5,D
29.999,76.574,317,1.7,1.3,2018-10-20,0745,A,61,6.0NRT,304,12.8,D
29.928,76.142,314.8,1.8,1.3,2018-10-20,0745,A,59,6.0NRT,304,13.9,D
30.019,76.551,321.2,1.7,1.3,2018-10-20,0745,A,74,6.0NRT,304.2,23.3,D
30.059,76.702,320.5,1.7,1.3,2018-10-20,0745,A,73,6.0NRT,305.5,19,D
30.175,76.824,316.9,1.6,1.3,2018-10-20,0745,A,51,6.0NRT,304.3,11.8,D
30.108,76.466,318.1,1.7,1.3,2018-10-20,0745,A,69,6.0NRT,304.4,18.1,D
30.183,76.804,316.3,1.6,1.3,2018-10-20,0745,A,45,6.0NRT,304.4,10.4,D
30.165,76.579,313.3,1.7,1.3,2018-10-20,0745,A,46,6.0NRT,302.7,10.7,D
30.137,76.509,313.9,1.7,1.3,2018-10-20,0745,A,50,6.0NRT,302.2,11.8,D
30.162,76.575,314.7,1.7,1.3,2018-10-20,0745,A,64,6.0NRT,302.5,13.4,D
30.156,76.356,317,1.8,1.3,2018-10-20,0745,A,67,6.0NRT,304.1,16.5,D
30.101,76.007,311.4,1.9,1.3,2018-10-20,0745,A,37,6.0NRT,301.3,12.5,D
30.209,76.509,314.7,1.7,1.3,2018-10-20,0745,A,63,6.0NRT,303,12,D
29.958,75.015,314.8,2.2,1.4,2018-10-20,0745,A,56,6.0NRT,301.9,19.8,D
30.247,76.156,315.5,1.8,1.3,2018-10-20,0745,A,64,6.0NRT,302.6,16.7,D
30.176,75.505,311.1,2,1.4,2018-10-20,0745,A,36,6.0NRT,300.9,13.9,D
30.117,75.013,324.1,2.2,1.4,2018-10-20,0745,A,76,6.0NRT,301.4,47,D
30.121,75.028,313.6,2.2,1.4,2018-10-20,0745,A,34,6.0NRT,300.6,15.2,D
30.117,75.006,320,2.2,1.4,2018-10-20,0745,A,71,6.0NRT,301.5,31.3,D
30.188,75.032,313.2,2.1,1.4,2018-10-20,0745,A,55,6.0NRT,301.5,14.7,D
30.44,76.189,315.6,1.8,1.3,2018-10-20,0745,A,67,6.0NRT,302.9,16.8,D
30.025,74.038,316.3,2.5,1.5,2018-10-20,0745,A,46,6.0NRT,303,21.7,D
30.165,74.73,310.9,2.3,1.5,2018-10-20,0745,A,41,6.0NRT,300.4,12.3,D
30.037,74.057,312.8,2.5,1.5,2018-10-20,0745,A,45,6.0NRT,302,15.6,D
30.032,74.031,316.3,2.5,1.5,2018-10-20,0745,A,61,6.0NRT,302.8,25.2,D
30.344,74.816,313.6,2.2,1.4,2018-10-20,0745,A,60,6.0NRT,302,18.7,D
30.339,74.793,312.5,2.2,1.4,2018-10-20,0745,A,56,6.0NRT,301.9,16.2,D
30.267,74.059,313.2,2.5,1.5,2018-10-20,0745,A,57,6.0NRT,302.2,19.4,D
30.784,76.169,324.1,1.8,1.3,2018-10-20,0745,A,80,6.0NRT,302.6,33.3,D
30.531,74.822,317.7,2.2,1.4,2018-10-20,0745,A,70,6.0NRT,301.6,29.5,D
30.436,74.29,311,2.4,1.5,2018-10-20,0745,A,49,6.0NRT,299.6,16.4,D
30.432,74.286,312.6,2.4,1.5,2018-10-20,0745,A,57,6.0NRT,299.6,19.8,D
30.57,74.689,315.9,2.2,1.4,2018-10-20,0745,A,67,6.0NRT,301.2,25.6,D
30.549,74.453,315.4,2.3,1.5,2018-10-20,0745,A,65,6.0NRT,301.5,26.2,D
30.664,74.827,312.8,2.2,1.4,2018-10-20,0745,A,60,6.0NRT,302.1,15.2,D
30.664,74.82,312.3,2.2,1.4,2018-10-20,0745,A,58,6.0NRT,302.2,14.9,D
30.579,74.212,312.8,2.4,1.5,2018-10-20,0745,A,57,6.0NRT,300.4,20.1,D
30.704,74.621,313.5,2.2,1.4,2018-10-20,0745,A,61,6.0NRT,302.2,15.5,D
30.699,74.598,325,2.2,1.4,2018-10-20,0745,A,79,6.0NRT,302.4,50.3,D
30.702,74.616,318.8,2.2,1.4,2018-10-20,0745,A,71,6.0NRT,302.3,29,D
30.697,74.594,321.2,2.2,1.4,2018-10-20,0745,A,74,6.0NRT,302.5,35.9,D
30.779,74.666,312.8,2.2,1.4,2018-10-20,0745,A,58,6.0NRT,302.1,13.5,D
30.646,73.973,311.9,2.5,1.5,2018-10-20,0745,A,50,6.0NRT,300.7,15.9,D
30.935,74.847,317.9,2.1,1.4,2018-10-20,0745,A,70,6.0NRT,302.6,26.3,D
30.94,74.864,316.2,2.1,1.4,2018-10-20,0745,A,68,6.0NRT,302.6,23.6,D
30.935,74.842,315.4,2.1,1.4,2018-10-20,0745,A,66,6.0NRT,302.3,20.3,D
30.939,74.796,312.3,2.1,1.4,2018-10-20,0745,A,48,6.0NRT,301.8,12.8,D
30.966,74.672,312.7,2.2,1.4,2018-10-20,0745,A,59,6.0NRT,302.5,14.8,D
31.168,75.017,311.6,2,1.4,2018-10-20,0745,A,0,6.0NRT,299.8,16.8,D
31.106,74.574,315.2,2.2,1.4,2018-10-20,0745,A,65,6.0NRT,301.8,20.2,D
31.249,74.938,312.8,2.1,1.4,2018-10-20,0745,A,60,6.0NRT,301.4,14.8,D
31.351,75.063,313.2,2,1.4,2018-10-20,0745,A,62,6.0NRT,302,13.4,D
31.313,74.808,315.4,2.1,1.4,2018-10-20,0745,A,66,6.0NRT,301.1,21.8,D
31.418,75.439,320.5,1.9,1.3,2018-10-20,0745,A,75,6.0NRT,304.2,26.2,D
31.353,75.058,314,2,1.4,2018-10-20,0745,A,63,6.0NRT,302.1,15.6,D
31.314,74.804,313.1,2.1,1.4,2018-10-20,0745,A,60,6.0NRT,301.1,17.4,D
31.363,74.79,314.6,2.1,1.4,2018-10-20,0745,A,64,6.0NRT,301,20.4,D
31.45,75.096,323.4,2,1.4,2018-10-20,0745,A,78,6.0NRT,302.7,37.2,D
31.35,74.65,312.4,2.1,1.4,2018-10-20,0745,A,43,6.0NRT,301.8,13.3,D
31.453,75.088,319.2,2,1.4,2018-10-20,0745,A,73,6.0NRT,302.7,24.1,D
31.443,74.85,314.7,2.1,1.4,2018-10-20,0745,A,64,6.0NRT,300.9,18.6,D
31.443,74.783,315.6,2.1,1.4,2018-10-20,0745,A,66,6.0NRT,302,21.6,D
31.704,75.092,313.3,2,1.4,2018-10-20,0745,A,63,6.0NRT,302.4,13.7,D
31.752,75.142,321.3,1.9,1.4,2018-10-20,0745,A,76,6.0NRT,301.6,32.8,D
31.743,75.139,316.8,1.9,1.4,2018-10-20,0745,A,69,6.0NRT,301.6,21.4,D
31.755,75.136,314.3,1.9,1.4,2018-10-20,0745,A,64,6.0NRT,301.1,16.4,D
31.75,74.923,314.4,2,1.4,2018-10-20,0745,A,64,6.0NRT,301,18,D
31.835,75.093,313.9,2,1.4,2018-10-20,0745,A,64,6.0NRT,300.3,18.3,D
31.839,75.085,311.6,2,1.4,2018-10-20,0745,A,57,6.0NRT,300.5,14.6,D
31.641,74.063,312.7,2.3,1.5,2018-10-20,0745,A,56,6.0NRT,301.7,18.8,D
31.819,74.081,313.2,2.3,1.5,2018-10-20,0745,A,39,6.0NRT,301,16.7,D
31.857,74.329,312.5,2.2,1.4,2018-10-20,0745,A,58,6.0NRT,301.6,16.8,D
32.109,74.455,312.4,2.1,1.4,2018-10-20,0745,A,59,6.0NRT,299.2,19.9,D
32.223,74.103,320.9,2.2,1.4,2018-10-20,0745,A,75,6.0NRT,302,36.9,D
32.194,73.965,313,2.3,1.5,2018-10-20,0745,A,62,6.0NRT,301.1,17.1,D
34.345,74.607,305.9,1.8,1.3,2018-10-20,0745,A,52,6.0NRT,293.5,10.5,D
34.341,74.587,305.6,1.8,1.3,2018-10-20,0745,A,0,6.0NRT,294.1,9.6,D
55.699,32.891,307.5,1.2,1.1,2018-10-20,0920,T,65,6.0NRT,279,14.5,D
53.838,39.5,306.7,2.3,1.5,2018-10-20,0920,T,64,6.0NRT,287.1,28.9,D
53.842,39.498,306.3,2.3,1.5,2018-10-20,0920,T,63,6.0NRT,287.2,26.5,D
53.855,39.163,304.9,2.3,1.5,2018-10-20,0920,T,60,6.0NRT,287.1,23.4,D
54.112,35.826,304.8,1.6,1.2,2018-10-20,0920,T,60,6.0NRT,284.9,14.9,D
54.113,35.82,302.5,1.6,1.2,2018-10-20,0920,T,53,6.0NRT,284.9,12.5,D
54.071,33.344,300.7,1.3,1.1,2018-10-20,0920,T,40,6.0NRT,283.2,9.1,D
53.553,33.7,328.7,1.4,1.2,2018-10-20,0920,T,86,6.0NRT,285.9,46.2,D
25.598,54.423,312.8,1.4,1.2,2018-10-20,0925,A,56,6.0NRT,298.2,10.9,D
25.533,53.156,312.1,1.7,1.3,2018-10-20,0925,A,52,6.0NRT,292.4,14.3,D
25.53,53.139,323.8,1.7,1.3,2018-10-20,0925,A,77,6.0NRT,293.8,38.2,D
26.846,55.848,336.9,1.1,1.1,2018-10-20,0925,A,80,6.0NRT,313.1,23.8,D
25.931,49.697,320,3,1.6,2018-10-20,0925,A,45,6.0NRT,297.9,44.1,D
27.511,52.618,365.5,1.7,1.3,2018-10-20,0925,A,100,6.0NRT,306.4,199.6,D
27.508,52.6,355.5,1.7,1.3,2018-10-20,0925,A,74,6.0NRT,307.9,138.1,D
28.493,49.704,326,2.6,1.5,2018-10-20,0925,A,79,6.0NRT,296.7,78.1,D
30.298,50.726,320.1,2,1.4,2018-10-20,0925,A,63,6.0NRT,302.7,19.2,D
30.343,50.284,331,2.1,1.4,2018-10-20,0925,A,81,6.0NRT,304.3,51.8,D
30.347,50.301,323.4,2.1,1.4,2018-10-20,0925,A,71,6.0NRT,304.1,24.3,D
30.343,50.279,328,2.1,1.4,2018-10-20,0925,A,78,6.0NRT,304.2,40.3,D
30.357,47.335,322.5,3.4,1.7,2018-10-20,0925,A,64,6.0NRT,300.2,41.2,D
30.353,47.329,323.1,3.4,1.7,2018-10-20,0925,A,67,6.0NRT,300.2,45.2,D
30.491,47.318,323.4,3.4,1.7,2018-10-20,0925,A,68,6.0NRT,300.1,48.6,D
30.749,48.268,327.2,2.9,1.6,2018-10-20,0925,A,76,6.0NRT,304.2,54.7,D
30.559,47.332,321.3,3.3,1.7,2018-10-20,0925,A,64,6.0NRT,300,37.6,D
30.555,47.326,328.2,3.3,1.7,2018-10-20,0925,A,77,6.0NRT,300.1,82.5,D
30.608,47.346,319.7,3.3,1.7,2018-10-20,0925,A,60,6.0NRT,300.9,32.4,D
30.6,47.312,328.7,3.3,1.7,2018-10-20,0925,A,77,6.0NRT,300.6,85.7,D
30.739,47.652,326.7,3.1,1.7,2018-10-20,0925,A,65,6.0NRT,301.5,69.5,D
30.738,47.648,323.5,3.1,1.7,2018-10-20,0925,A,59,6.0NRT,301.9,53,D
30.679,47.319,322.1,3.3,1.7,2018-10-20,0925,A,62,6.0NRT,301,45.9,D
31.003,48.142,330.8,2.9,1.6,2018-10-20,0925,A,80,6.0NRT,304.4,73.6,D
30.996,48.113,325.2,2.9,1.6,2018-10-20,0925,A,73,6.0NRT,304.6,39.6,D
31.004,48.137,328.7,2.9,1.6,2018-10-20,0925,A,78,6.0NRT,304.3,60,D
31.055,47.599,320.6,3.1,1.7,2018-10-20,0925,A,60,6.0NRT,301.8,28.6,D
30.839,46.651,329,3.6,1.8,2018-10-20,0925,A,77,6.0NRT,297.9,127.8,D
31.076,47.625,323.2,3.1,1.7,2018-10-20,0925,A,70,6.0NRT,302.1,44.6,D
31.019,47.3,328.9,3.3,1.7,2018-10-20,0925,A,78,6.0NRT,300.9,89.6,D
31.012,47.267,339.4,3.3,1.7,2018-10-20,0925,A,88,6.0NRT,299.8,178.8,D
30.832,46.649,328.4,3.6,1.8,2018-10-20,0925,A,77,6.0NRT,297.5,119.6,D
31.075,47.621,324.3,3.1,1.7,2018-10-20,0925,A,70,6.0NRT,302,47.5,D
31.031,47.292,328.3,3.3,1.7,2018-10-20,0925,A,78,6.0NRT,300.3,86.2,D
31.023,47.259,330.5,3.3,1.7,2018-10-20,0925,A,80,6.0NRT,299.7,104.5,D
31.26,48.109,325,2.8,1.6,2018-10-20,0925,A,75,6.0NRT,301.2,50.2,D
31.263,48.101,322.9,2.8,1.6,2018-10-20,0925,A,72,6.0NRT,301.3,40,D
31.023,46.42,316.9,3.7,1.8,2018-10-20,0925,A,52,6.0NRT,298.9,34.8,D
31.031,46.414,316.8,3.7,1.8,2018-10-20,0925,A,53,6.0NRT,298.7,35.5,D
39.393,53.182,321.1,1.1,1,2018-10-20,0925,A,53,6.0NRT,306.1,10.4,D
39.191,48.745,312.1,1.7,1.3,2018-10-20,0925,A,57,6.0NRT,298.7,10.9,D
39.189,48.741,316.7,1.7,1.3,2018-10-20,0925,A,61,6.0NRT,299.1,17.9,D
42.536,58.784,307.8,1.4,1.2,2018-10-20,0925,A,50,6.0NRT,294.6,9.2,D
44.888,64.78,305.1,3.1,1.7,2018-10-20,0925,A,33,6.0NRT,289.7,23.8,D
42.809,46.014,318.6,1.9,1.4,2018-10-20,0930,A,34,6.0NRT,291.1,35.5,D
42.804,45.989,352.2,1.9,1.4,2018-10-20,0930,A,97,6.0NRT,299.6,168,D
42.816,45.989,318.6,1.9,1.4,2018-10-20,0930,A,47,6.0NRT,290.5,35.7,D
43.572,44.874,317,2.1,1.4,2018-10-20,0930,A,74,6.0NRT,296.1,34.4,D
43.508,44.477,309.2,2.2,1.5,2018-10-20,0930,A,65,6.0NRT,296.3,16,D
43.387,43.957,315,2.4,1.5,2018-10-20,0930,A,74,6.0NRT,297,34.7,D
43.496,43.84,322.1,2.4,1.5,2018-10-20,0930,A,80,6.0NRT,297.1,60.1,D
43.49,43.811,314.5,2.4,1.5,2018-10-20,0930,A,73,6.0NRT,296.5,35.3,D
